link,title,snippet,date,source,sentiment,sentiment_score
https://www.theasset.com/index.php/article/53450/keppel-dc-reit-divests-german-data-centre-for-us-52-5-million,Keppel DC REIT divests German data centre for US$52.5 million,"Keppel DC REIT Management, in its capacity as manager of Singapore Exchange-listed data centre real estate investment trust Keppel DC REIT,...",2025-02-19,The Asset,neutral,0.9144704937934875
https://www.businesstimes.com.sg/companies-markets/keppel-dc-reits-upsized-private-placement-closes-s2-09-apiece-equity-fundraising-totals-s1-1-billion,Keppel DC Reit’s upsized private placement closes at S$2.09 apiece; equity fundraising totals S$1.1 billion,"Keppel DC Reit unveils S$1-billion unit placement, preferential offer to fund purchase of data centres. More. The amount raised from the...",2024-11-20,The Business Times,neutral,0.9125240445137024
https://www.theedgesingapore.com/news/reits/keppel-dc-reit-sell-kelsterbach-data-centre-frankfurt-50-million-euros,Keppel DC REIT to sell Kelsterbach Data Centre in Frankfurt for 50 million euros,Keppel DC REIT to sell Kelsterbach Data Centre in Frankfurt for 50 million euros ... Follow us on Facebook and join our Telegram channel for the...,2025-02-19,The Edge Singapore,neutral,0.9156599640846252
https://sbr.com.sg/commercial-property/news/keppel-dc-reit-dpu-climbs-132-yoy-in-h2-2024,Keppel DC REIT DPU climbs 13.2% YoY in H2 2024,Keppel DC REIT DPU climbs 13.2% YoY in H2 2024. This was driven by the acquisition of Tokyo Data Centre 1. Keppel DC REIT reported a 13.2% year-...,2025-02-19,Singapore Business Review,positive,0.9353989362716675
https://thesmartinvestor.com.sg/reits-an-asset-class-that-keeps-dishing-out-dividends-through-good-times-and-bad/,REITs: An Asset Class That Keeps Dishing Out Dividends Through Good Times and Bad,"Unless you've been living under a rock, you've probably heard bad news about the REIT sector. Yes, I am talking about the combination of...",2025-03-05,The Smart Investor,neutral,0.9248154759407043
https://growbeansprout.com/weekly-market-review-3-feb-2025,Mapletree Industrial Trust and Keppel DC REIT in focus: Weekly Review with SIAS,We discuss key developments in the global equity market and also share more about Mapletree Industrial Trust and Keppel DC REIT.,2025-02-19,Beansprout,neutral,0.9392471313476562
https://www.theedgesingapore.com/news/stocks-watch/our-2025-picks-keppel-dc-reit--safe-investment-recurring-income,Our 2025 picks: Keppel DC REIT — Safe investment with recurring income,"A safe investment for investors looking for recurring income could be Keppel DC REIT, analysts suggest. “In the upcoming results, we expect...",2025-02-19,The Edge Singapore,neutral,0.9267174005508423
https://thesmartinvestor.com.sg/keppel-dc-reits-1h-2024-dpu-tumbles-nearly-10-year-on-year-should-income-investors-be-concerned/,Keppel DC REIT's 1H 2024 DPU Tumbles Nearly 10% Year on Year: Should Income Investors Be Concerned?,"For the first half of 2024 (1H 2024), Keppel DC REIT saw its distribution per unit (DPU) tumble by 9.9% year on year to S$0.04549.",2024-07-29,The Smart Investor,negative,0.9639285206794739
https://sg.news.yahoo.com/keppel-dc-reit-sell-kelsterbach-151654193.html,Keppel DC REIT to sell Kelsterbach Data Centre in Frankfurt for 50 million euros,"Keppel DC REIT plans to divest its Kelsterbach Data Centre in Frankfurt for 50 million euros, or $70.6 million. Part of the proceeds will be used to pare debt.",2025-02-19,Yahoo News Singapore,neutral,0.9156599640846252
https://growbeansprout.com/keppel-dc-reit-preferential-offerng-2024,Keppel DC REIT preferential offering - What should investors do?,"Keppel DC REIT will pay an additional S$350 million if a 10 years land lease tenure extension is received, enabling Keppel DC REIT to earn the...",2024-11-24,Beansprout,neutral,0.9281590580940247
https://sbr.com.sg/commercial-property/news/keppel-dc-reit-divests-basis-bay-data-centre-in-malaysia-169m,Keppel DC REIT divests Basis Bay Data Centre in Malaysia for $16.9m,"Keppel DC REIT divests Basis Bay Data Centre in Malaysia for $16.9m. The purchaser, however, will only pay the REIT $16.7m. Keppel DC REIT has...",2025-01-06,Singapore Business Review,neutral,0.9213138818740845
https://w.media/keppel-dc-reit-to-divest-malaysian-data-center/,Keppel DC REIT to Divest Malaysian Data Center,"Keppel DC REIT Management Pte. Ltd., the manager of Keppel DC REIT, announced today that its subsidiary, Basis Bay Capital Management Sdn.",2025-01-07,W.Media,neutral,0.9173277020454407
https://growbeansprout.com/keppel-dc-reit-3q24-dividends,Keppel DC REIT DPU rises by 0.4%: Our Quick Take,"Summary of Keppel DC REIT 3Q24 results · DPU for 3Q24 was 2.501 cents, 0.4% higher than 3Q23, and 6.1% above 2Q24. This is after setting aside...",2024-10-20,Beansprout,positive,0.9306890964508057
https://www.businesstimes.com.sg/companies-markets/hot-stock-keppel-dc-reit-4-6-investors-weigh-s1-4-billion-data-centre-deal-equity-fundraising,"Hot stock: Keppel DC Reit up 4.6% as investors weigh S$1.4 billion data centre deal, equity fundraising","(Reit) extended their early-trade rally, adding S$0.10 or 4.6 per cent to S$2.29 by the midday trading break on Wednesday (Nov 20).",2024-11-20,The Business Times,positive,0.9196855425834656
https://www.straitstimes.com/business/keppel-dc-reit-posts-99-drop-in-first-half-dpu,Keppel DC Reit posts 9.9% drop in first-half distribution per unit,Keppel DC real estate investment trust (Reit) posted a 9.9 per cent drop in distribution per unit (DPU) to 4.549 cents for the first half of the financial year...,2024-07-26,The Straits Times,negative,0.9756711721420288
https://www.stocksbnb.com/reports/keppel-dc-reit-strong-rental-growth-expected-in-2025/,Keppel DC REIT – Strong rental growth expected in 2025,FY24 DPU of 9.451 Singapore cents (+0.7% YoY) met our FY24e expectations. This was driven by the distribution of the DXC settlement sum of...,2025-02-19,StocksBNB,positive,0.9443371295928955
https://www.datacenterdynamics.com/en/news/keppel-looks-to-almost-double-data-center-capacity-to-12gw/,Keppel looks to almost double data center capacity to 1.2GW,Asset manager Keppel aims to expand its data center holdings in the coming years. Keppel's data center portfolio currently totals 35...,2024-10-30,Data Center Dynamics,positive,0.9152036309242249
https://www.theedgesingapore.com/news/reits/keppel-dc-reit-divesting-basis-bay-data-centre-malaysia-26-above-valuation,Keppel DC REIT divesting Basis Bay Data Centre in Malaysia at 2.6% above valuation,Keppel DC REIT divesting Basis Bay Data Centre in Malaysia at 2.6% above valuation ... Follow us on Facebook and join our Telegram channel for the...,2025-01-02,The Edge Singapore,neutral,0.8242477774620056
https://www.bloomberg.com/news/articles/2024-11-19/keppel-dc-reit-buys-genting-lane-data-centers-for-s-1-billion,Keppel DC REIT Buys Genting Lane Data Centers for S$1 Billion,Keppel DC REIT agreed to acquire two data center buildings in Singapore's Genting Lane in a deal valuing the assets at about S$1 billion...,2024-11-18,Bloomberg.com,neutral,0.8855732083320618
https://sbr.com.sg/information-technology/news/keppel-divest-data-centre-jv-keppel-dc-reit-138b,Keppel to divest data centre JV to Keppel DC REIT for $1.38b,Keppel to divest data centre JV to Keppel DC REIT for $1.38b. The JV owns two data centres. Keppel will divest its data centre joint venture to...,2024-11-19,Singapore Business Review,neutral,0.9511823058128357
https://www.theedgesingapore.com/capital/reit-watch/early-fy2024-results-show-keppel-dc-reit-and-cict-leading-pack-new-icr-rules,Early FY2024 results show Keppel DC REIT and CICT leading the pack on new ICR rules,"CICT's acquisition was completed on Oct 31, 2024 and the REIT has had the benefit of two months income from ION Orchard. KDC REIT's acquisition...",2025-02-19,The Edge Singapore,neutral,0.6746487617492676
https://www.businesstimes.com.sg/companies-markets/keppel-dc-reit-sees-opportunities-favourable-supply-demand-environment,Keppel DC Reit sees opportunities in favourable supply-demand environment,"Loh Hwee Long, chief executive of the Reit's manager, said that the Reit will focus on Singapore and Japan for good quality deals that are accretive to its...",2024-08-26,The Business Times,positive,0.9069089889526367
https://sg.news.yahoo.com/keppel-dc-reit-enters-100-015012555.html,Keppel DC REIT enters $100 mil loan facility,"The facility was guaranteed by the REIT's trustee, Perpetual (Asia) Limited.",2024-12-18,Yahoo News Singapore,positive,0.5057775974273682
https://www.datacenterdynamics.com/en/news/keppel-reit-divests-cyberjaya-data-center-in-malaysia/,Keppel DC REIT divests Cyberjaya data center in Malaysia,"Keppel DC REIT divests Cyberjaya data center in Malaysia ... Keppel's DC REIT has divested a data center in Cyberjaya, Malaysia, to the company...",2025-01-06,Data Center Dynamics,neutral,0.7966858744621277
https://digitalinfranetwork.com/news/keppel-dc-reit-green-financing-framework/,Keppel DC REIT launches Green Financing Framework to support sustainable growth,"Keppel DC REIT launches its Green Financing Framework to support sustainable data centres, aligning with ESG goals.",2025-02-26,Digital Infra Network,positive,0.7594875693321228
https://www.businesstimes.com.sg/companies-markets/capital-markets-currencies/stocks-watch-cosco-shipping-keppel-dc-reit-sembcorp-industries-cromwell-e-reit,"Stocks to watch: Cosco Shipping, Keppel DC Reit, Sembcorp Industries, Cromwell E-Reit",Chloe Lim · Cosco Shipping : F83 +0.74%: The logistics management service provider began work on Phase Two of its logistics hub on Jurong Island...,2024-12-18,The Business Times,neutral,0.9449319839477539
https://drwealth.com/keppel-dc-reit-buys-2-singapore-data-centers-a-win-for-unitholders/,Keppel DC REIT Buys 2 Singapore Data Centers: A Win for Unitholders,"Keppel DC REIT (KDCR) is stepping up with the acquisition of two data centers—Keppel DC Singapore 7 and 8, located at Genting Lane.",2024-11-20,Dr Wealth,positive,0.9345946907997131
https://www.theedgesingapore.com/capital/brokers-calls/citing-better-portfolio-mix-ocbc-investment-research-raises-fair-value-keppel,"Citing better portfolio mix, OCBC Investment Research raises fair value for Keppel DC REIT",The agreed property value for KDC SGP7 and 8 is a total of $1.03 billion and the REIT expects to incur another $350 million to extend the land...,2024-12-27,The Edge Singapore,positive,0.9419742226600647
https://www.reitsweek.com/2025/01/keppel-dc-reit-achieves-10-3-rise-in-revenue-for-fy2024-in-wake-of-acquisitions.html,Keppel DC REIT achieves 10.3% rise in revenue for FY2024 in wake of acquisitions,"ByRachel Young ... Keppel DC REIT has reported a 13.2% increase in its second-half 2024 distribution per unit (DPU) to 4.902 cents, driven by...",2025-02-19,reitsweek,positive,0.9546898007392883
https://www.theedgesingapore.com/news/reits/keppel-dc-reit-enters-100-mil-loan-facility,Keppel DC REIT enters $100 mil loan facility,Keppel DC REIT enters $100 mil loan facility ... Follow us on Facebook and join our Telegram channel for the latest updates. Keppel DC REIT (KDC)...,2024-12-19,The Edge Singapore,positive,0.5057775974273682
https://www.theedgesingapore.com/news/reits/keppel-dc-reits-manager-announces-equity-fund-raising,Keppel DC REIT's manager announces equity fund raising,KDC's manager has announced the launch of an equity fund raising (EFR) of almost $1 billion. The EFR comprises a private placement of no less than...,2024-11-19,The Edge Singapore,neutral,0.8942239880561829
https://www.theedgesingapore.com/news/reits/jp-morgan-positive-acquisition-raises-concern-about-keppel-dc-reits-350-mil-payout-land,JP Morgan positive on acquisition but raises concern about Keppel DC REIT's $350 mil payout for land extension,"“Post-acquisition in Step 1 and 2, KDCREIT will see immediate 11.1% accretion based on pro-forma 1H2024 DPU. After step 3 with the $365 million...",2024-11-19,The Edge Singapore,negative,0.7907334566116333
https://www.businesstimes.com.sg/companies-markets/keppel-dc-reit-and-sponsor-acquire-tokyo-data-centre-23-4-billion-yen,Keppel DC Reit and sponsor acquire Tokyo data centre for 23.4 billion yen,"Keppel DC Reit will hold a 98.47 per cent effective interest in Tokyo Data Centre 1, with the remaining 1.53 per cent interest to be held by Keppel.",2024-07-11,The Business Times,neutral,0.9089938402175903
https://sbr.com.sg/stocks/news/keppel-dc-reit-launches-preferential-offering-148-million-new-units,Keppel DC REIT launches preferential offering of 148 million new units,Keppel DC REIT launches preferential offering of 148 million new units. The exercise will close on 10 December. Keppel DC REIT launched its...,2024-12-03,Singapore Business Review,neutral,0.7972268462181091
https://realassets.ipe.com/news/keppel-dc-reit-buys-two-data-centres-in-singapore-for-s14bn/10076873.article,Keppel DC REIT buys two data centres in Singapore for S$1.4bn,Keppel DC REIT buys two data centres in Singapore for S$1.4bn ... A Keppel-led data centre joint venture has sold two assets in Singapore to...,2024-11-19,IPE Real Assets,neutral,0.891666829586029
https://sg.news.yahoo.com/keppel-dc-reits-upsized-private-154808202.html,Keppel DC REIT's upsized private placement 3.4 times covered,Keppel DC REIT's upsized private placement 3.4 times covered ... Keppel DC REIT's private placement to raise new funds for its latest acquisitions...,2024-11-19,Yahoo News Singapore,neutral,0.7128260731697083
https://www.theedgesingapore.com/capital/results/keppel-dc-reit-3qfy2024-dpu-61-q-o-q-2501-cents,Keppel DC REIT 3QFY2024 DPU up 6.1% q-o-q to 2.501 cents,Keppel DC REIT 3QFY2024 DPU up 6.1% q-o-q to 2.501 cents ... Follow us on Facebook and join our Telegram channel for the latest updates. Keppel DC...,2024-10-18,The Edge Singapore,positive,0.9412042498588562
https://sbr.com.sg/commercial-property/news/keppel-dc-reit-divests-interest-in-german-data-centre,Keppel DC REIT divests interest in German data centre,Keppel DC REIT Management has entered into a sale and purchase agreement to divest 100% its freehold interest in Kelsterbach Data Centre in...,2025-02-19,Singapore Business Review,negative,0.638622522354126
https://sg.news.yahoo.com/fullerton-fund-management-acquires-667-015806054.html,"Fullerton Fund Management acquires 667,300 units in Keppel DC REIT for $2.19 apiece","Fullerton Fund Management acquires 667,300 units in Keppel DC REIT for $2.19 apiece ... Units in Keppel DC REIT closed 2 cents lower or 0.91% down...",2025-02-19,Yahoo News Singapore,neutral,0.9210231304168701
https://thesmartinvestor.com.sg/4-singapore-reits-with-strong-sponsors-that-could-up-their-distributions/,4 Singapore REITs with Strong Sponsors That Could Up Their Distributions,Looking for reliable REITs? Here are four armed with strong sponsors that could see their distributions increase over time.,2025-01-08,The Smart Investor,positive,0.9498302340507507
https://realassets.ipe.com/news/keppel-dc-reit-sells-data-centre-campus-in-germany-for-50m/10128902.article,Keppel DC REIT sells data centre campus in Germany for €50m,Keppel DC REIT will use the net sale proceeds for debt repayment.,2025-02-19,IPE Real Assets,neutral,0.9065312743186951
https://w.media/keppel-to-spin-off-data-center-joint-venture-to-keppel-dc-reit/,Keppel to Spin Off Data Center Joint Venture to Keppel DC REIT,"Keppel Corporation plans to divest two AI-ready hyperscale data centers to its real estate investment trust, Keppel DC REIT,...",2024-11-19,Cloud Data Center Events,neutral,0.9418600797653198
https://thesmartinvestor.com.sg/worried-about-higher-for-longer-interest-rates-3-singapore-reits-that-can-give-you-peace-of-mind/,Worried About Higher for Longer Interest Rates? 3 Singapore REITs That Can Give You Peace of Mind,Interest rates look poised to stay higher for longer but these three REITs should help you to weather this headwind.,2024-12-12,The Smart Investor,neutral,0.8823259472846985
https://thesmartinvestor.com.sg/smart-reads-of-the-week-keppel-dc-reit-the-better-mapletree-reit-and-a-bargain-healthcare-stock/,"Smart Reads of the Week: Keppel DC REIT, the Better Mapletree REIT and a Bargain Healthcare Stock","Smart Reads of the Week: Keppel DC REIT, the Better Mapletree REIT and a Bargain Healthcare Stock · 1. Keppel DC REIT's 1H 2024 DPU Tumbles...",2024-08-04,The Smart Investor,neutral,0.6870996952056885
https://www.tipranks.com/news/company-announcements/keppel-dc-reit-secures-s200-million-loan-facility-with-contingent-conditions,Keppel DC REIT Secures S$200 Million Loan Facility with Contingent Conditions,Keppel DC REIT ( ($SG:AJBU) ) just unveiled an announcement. Keppel DC REIT has secured a S$200 million multicurrency revolving credit facility through its...,2025-03-05,TipRanks,positive,0.920087993144989
https://datacenternews.asia/story/keppel-sells-data-centres-in-sgd-1-38-billion-deal,Keppel sells data centres in SGD $1.38 billion deal,Keppel has confirmed the divestment of two AI-ready hyperscale data centres at its Keppel Data Centre Campus in Singapore to Keppel DC REIT for a total of SGD...,2024-11-19,DataCenterNews Asia Pacific,neutral,0.9489760994911194
https://thesmartinvestor.com.sg/keppel-dc-reit-just-announced-its-first-japanese-acquisition-is-the-reit-an-attractive-buy/,Keppel DC REIT Just Announced Its First Japanese Acquisition: Is the REIT an Attractive Buy?,"The data centre REIT announced last week that it acquired a hyperscaler data centre in Tokyo, Japan. This purchase is the REIT's first foray in the land of the...",2024-07-18,The Smart Investor,neutral,0.767423152923584
https://growbeansprout.com/reits-weekly-watch-23-nov-2024,Keppel DC REIT buys two AI datacentres: REITs Weekly Watch,Keppel DC REIT to acquire two data centres worth S$1.38 billion · Keppel DC REIT share price history and share price target · Keppel DC REIT...,2024-11-23,Beansprout,neutral,0.8713151812553406
https://thesmartinvestor.com.sg/3-singapore-reits-that-raised-their-dpus-2/,3 Singapore REITs That Raised Their DPUs,"It may have been a tough two years for the REIT sector, but income investors are finally seeing some light at the end of the tunnel.",2024-11-04,The Smart Investor,positive,0.6044370532035828
https://sbr.com.sg/markets-investing/news/keppel-dc-reit-raises-11b-in-oversubscribed-equity-fundraising-exercise,Keppel DC REIT raises $1.1b in oversubscribed equity fundraising exercise,Keppel DC REIT raises $1.1b in oversubscribed equity fundraising exercise. Its upsized private placement was 3.4 times subscribed. Keppel DC...,2024-11-20,Singapore Business Review,positive,0.4823093116283417
https://ciosea.economictimes.indiatimes.com/news/data-center/keppel-jv-to-divest-two-ai-ready-hyperscale-data-centres-in-singapore-to-keppel-dc-reit-for-s1-38-bn/115433109,Keppel JV to divest two AI-ready hyperscale data centres In Singapore to Keppel DC REIT for S$1.38 Bn,"Ltd., the manager of Keppel DC REIT, said, “In Keppel DC REIT's 10th anniversary year, we are excited to embark on this landmark deal to acquire...",2024-11-19,ET CIOSEA,neutral,0.9344193935394287
https://www.straitstimes.com/business/companies-markets/keppel-announces-mega-deals-to-boost-its-plan-to-turn-assets-into-cash-shares-rise-1-7,Keppel announces mega deals to boost plan to turn assets into cash; shares rise 2.1%,"Keppel will secure control of 13 legacy assets and $843 million cash, and divest a data centre joint venture at a gross price of $1.38 billion.",2024-11-19,The Straits Times,positive,0.899693489074707
https://thesmartinvestor.com.sg/better-buy-keppel-dc-reit-vs-mapletree-industrial-trust-3/,Better Buy: Keppel DC REIT Vs Mapletree Industrial Trust,"We look at two popular industrial REITs – Keppel DC REIT (SGX: AJBU) and Mapletree Industrial Trust (SGX: ME8U), or MINT.",2024-06-12,The Smart Investor,neutral,0.7828129529953003
