link,title,snippet,date,source,sentiment,sentiment_score
https://www.mingtiandi.com/real-estate/data-centres/mapletree-industrial-trust-acquires-tokyo-property-for-data-centre/,Mapletree Industrial Trust Acquires Tokyo Property for Data Centre,"Mapletree Industrial Trust Expanding Japan Data Centre Footprint with $101M Tokyo Buy ... MIT and its sponsor, Temasek Holdings-backed Mapletree...",2024-10-01,Mingtiandi,neutral,0.9029768705368042
https://thesmartinvestor.com.sg/5-singapore-reits-trading-at-52-week-lows-can-their-share-prices-rebound/,5 Singapore REITs Trading at 52-Week Lows: Can Their Share Prices Rebound?,"REIT sentiment remains weak, pushing the share prices of these five Singapore REITs to their year-low.",2025-03-13,The Smart Investor,negative,0.915520966053009
https://www.businesstimes.com.sg/companies-markets/mapletree-industrial-trust-dpu-1-5-s0-0337-higher-occupancy-and-rents,"Mapletree Industrial Trust DPU up 1.5% at S$0.0337, with higher occupancy and rents","MIT reported a distribution per unit (DPU) of S$0.0337 for the second fiscal quarter ended Sep 30, 2024, up 1.5 per cent from S$0.0332 in the corresponding...",2024-10-29,The Business Times,positive,0.9490209817886353
https://www.straitstimes.com/business/mapletree-industrial-trust-s-3rd-largest-tenant-enters-us-court-supervised-chapter-11-bankruptcy-process,Mapletree Industrial Trust’s 3rd-largest tenant enters Chapter 11 bankruptcy process,Mapletree Industrial Trust's (MIT) third-largest tenant has initiated a pre-arranged court-supervised process under Chapter 11 of the US Bankruptcy Code.,2024-11-21,The Straits Times,negative,0.9332350492477417
https://growbeansprout.com/weekly-market-review-3-feb-2025,Mapletree Industrial Trust and Keppel DC REIT in focus: Weekly Review with SIAS,We discuss key developments in the global equity market and also share more about Mapletree Industrial Trust and Keppel DC REIT.,2025-02-19,Beansprout,neutral,0.9392471313476562
https://www.businesstimes.com.sg/companies-markets/stocks-watch-mapletree-logistics-trust-singpost-stoneweg-e-reit-sabana-industrial-reit,"Stocks to watch: Mapletree Logistics Trust, SingPost, Stoneweg E-Reit, Sabana Industrial Reit",Mapletree Logistics Trust (MLT) : M44U 0%: Its distribution per unit (DPU) fell 11.1 per cent year on year to S$0.02003 for its third quarter...,2025-02-19,The Business Times,neutral,0.9442652463912964
https://thesmartinvestor.com.sg/battle-of-the-reits-mapletree-logistics-trust-vs-mapletree-industrial-trust/,Battle of the REITs: Mapletree Logistics Trust Vs Mapletree Industrial Trust,We place two popular Mapletree REITs side by side to determine which is more attractive for your portfolio.,2024-08-02,The Smart Investor,neutral,0.677766740322113
https://growbeansprout.com/weekly-market-review-6-jan-2025,CICT and Mapletree Industrial Trust in focus: Weekly Review with SIAS,"Capital Integrated Commercial Trust (CICT) has shown price movements similar to the broader REIT ETF, with a bounce leading into the Federal...",2025-01-06,Beansprout,neutral,0.9364118576049805
https://www.businesstimes.com.sg/companies-markets/stocks-watch-capitaland-investment-mapletree-industrial-trust-frasers-centrepoint-trust,"Stocks to watch: CapitaLand Investment, Mapletree Industrial Trust, Frasers Centrepoint Trust",Romaine Chan · CapitaLand Investment : 9CI +0.38%: Its wholly owned lodging business unit Ascott signed 16 new properties under the Oakwood...,2025-02-19,The Business Times,neutral,0.9473991990089417
https://thesmartinvestor.com.sg/4-singapore-reits-that-raised-their-dividends/,4 Singapore REITs That Raised Their Dividends,"Despite the REIT sector being under pressure, these four REITs managed to up their DPU.",2025-02-19,The Smart Investor,neutral,0.6355051398277283
https://www.businesstimes.com.sg/companies-markets/brokers-take-maybank-upgrades-mapletree-industrial-trust-buy-japan-acquisition,Brokers’ take: Maybank upgrades Mapletree Industrial Trust to ‘buy’ on Japan acquisition,"Mapletree Industrial Trust Q4 DPU rises 0.9% to S$0.0336. In the medium term, she expects portfolio reconstitution to gain further momentum and...",2024-10-03,The Business Times,positive,0.6674394011497498
https://www.straitstimes.com/business/companies-markets/singapores-data-centre-reits-fall-on-deepseek-threat-analysts-warn-of-fallout,Singapore’s data centre Reits fall on DeepSeek threat; analysts warn of fallout,Data centre-related real estate investment trusts (Reits) in Singapore fell on Jan 27 on the back of the saga surrounding DeepSeek.,2025-02-19,The Straits Times,negative,0.9706388115882874
https://sg.news.yahoo.com/mapletree-industrial-trust-reports-slightly-050132646.html,Mapletree Industrial Trust reports slightly higher 3QFY2025 DPU of 3.41 cents,Distribution will be paid on March 14.,2025-01-21,Yahoo News Singapore,positive,0.9224238991737366
https://thesmartinvestor.com.sg/5-singapore-industrial-reits-with-dividend-yields-of-6-1-and-above/,5 Singapore Industrial REITs with Dividend Yields of 6.1% and Above,Things are looking up for the REIT sector. The past two years have seen REITs' distributable income take a hit from both surging inflation...,2025-02-19,The Smart Investor,neutral,0.8878970742225647
https://www.reitsweek.com/2025/01/mapletree-industrial-trust-reports-1-5-dpu-growth-in-3qfy24-25.html,Mapletree Industrial Trust reports 1.5% DPU growth in 3QFY24/25,ByShariffa Al-Habshee ... Singapore REIT Mapletree Industrial Trust (MIT) reported a year-on-year growth of 1.5% in its distribution per unit (DPU)...,2025-02-19,reitsweek,positive,0.9222562909126282
https://sbr.com.sg/markets-investing/news/mapletree-industrial-trusts-npi-46-in-q2-1345m,Mapletree Industrial Trust’s NPI up 4.6% in Q2 to $134.5m,New leases and renewals helped boost Mapletree Industrial Trust's (MIT) net property income (NPI) by 4.6% YoY to $134.5m in Q2 FY24/25.,2024-10-30,Singapore Business Review,positive,0.9497995972633362
https://thesmartinvestor.com.sg/singapore-reits-update-capitaland-china-trust-clct-capitaland-ascott-trust-clas-and-mapletree-industrial-trust-mit/,"Singapore REITs Update: CapitaLand China Trust (CLCT), CapitaLand Ascott Trust (CLAS) and Mapletree Industrial Trust (MIT)","CapitaLand China Trust, the leading China-focused S-REIT, reported a dip in revenue by 3.4% year-on-year. Net Property Income took a more significant hit.",2024-10-30,The Smart Investor,neutral,0.9446983933448792
https://www.businesstimes.com.sg/companies-markets/stocks-watch-hongkong-land-mapletree-industrial-trust-capitaland-ascott-trust-cordlife,"Stocks to watch: Hongkong Land, Mapletree Industrial Trust, CapitaLand Ascott Trust, Cordlife",The property group intends to recycle up to US$10 billion in capital by 2035 and grow assets under management to up to US$100 billion by then.,2024-10-30,The Business Times,neutral,0.9489196538925171
https://thesmartinvestor.com.sg/better-buy-mapletree-logistics-trust-vs-mapletree-industrial-trust-3/,Better Buy: Mapletree Logistics Trust Vs Mapletree Industrial Trust,"Although MLT is more diversified and has a higher distribution yield, investors need to be mindful that finance costs look set to head higher...",2024-05-09,The Smart Investor,neutral,0.8212076425552368
https://www.theedgesingapore.com/capital/brokers-calls/analysts-mostly-maintain-their-buy-calls-mapletree-industrial-trust-after,Analysts mostly maintain their ‘buy’ calls on Mapletree Industrial Trust after 2QFY2025 results,"DBS's higher target price is due to MINT's stronger-than-expected results and its ability to keep overall interest rates under control, note...",2024-11-04,The Edge Singapore,neutral,0.7563039064407349
https://theindependent.sg/mapletree-industrial-trust-reports-1-5-increase-in-dpu-to-3-41-cents-for-3qfy2024/,Mapletree Industrial Trust reports 1.5% increase in DPU to 3.41 cents for 3QFY2024,"Mapletree Industrial Trust (MIT) announced a distribution per unit (DPU) of 3.41 cents for its third quarter (3QFY2025) from October 1, 2024 to December 31,...",2025-02-19,The Independent Singapore News,positive,0.9474108815193176
https://www.tipranks.com/news/company-announcements/mapletree-industrial-trust-issues-new-units-for-managers-fee,Mapletree Industrial Trust Issues New Units for Manager’s Fee,"Mapletree Industrial Trust Issues New Units for Manager's Fee · Mapletree Industrial Trust issued 758,874 new units at S$2.2003 each. · The...",2025-02-19,TipRanks,neutral,0.9189435243606567
https://www.straitstimes.com/business/companies-markets/mapletree-industrial-trust-q2-dpu-falls-12-to-00332-on-enlarged-unit-base,Mapletree Industrial Trust Q2 DPU falls 1.2% to 3.32 cents on enlarged unit base,"Mapletree Industrial Trust (MIT) reported a distribution per unit (DPU) of 3.32 cents for the second quarter ended Sept 30, down 1.2 per cent from 3.36 cents...",2024-11-14,The Straits Times,negative,0.9636476635932922
https://growbeansprout.com/weekly-market-review-29-jul-2024,"Mapletree Logistics Trust, Mapletree Industrial Trust, Keppel DC REIT earnings: Weekly Review with SIAS","We share about Mapletree Logistics Trust, Mapletree Industrial Trust, and Keppel DC REIT in the latest Weekly Market Review.",2024-07-29,Beansprout,neutral,0.9168774485588074
https://www.theedgesingapore.com/capital/brokers-calls/singtel-sembcorp-mapletree-industrial-trust-and-cse-global-key-picks-data,"Singtel, Sembcorp, Mapletree Industrial Trust and CSE global key picks from data centre boom: Maybank","Saifee names Singtel, Mapletree Industrial Trust (MINT), YTL Power, Sunway Group, Gamuda, Sembcorp Industries , Solarvest, Gulf Energy and CSE...",2024-10-24,The Edge Singapore,neutral,0.724747359752655
https://thesmartinvestor.com.sg/better-buy-keppel-dc-reit-vs-mapletree-industrial-trust-3/,Better Buy: Keppel DC REIT Vs Mapletree Industrial Trust,"We look at two popular industrial REITs – Keppel DC REIT (SGX: AJBU) and Mapletree Industrial Trust (SGX: ME8U), or MINT.",2024-06-12,The Smart Investor,neutral,0.7828129529953003
https://growbeansprout.com/3-singapore-reits-higher-dividends-nov-2024,3 Singapore REITs that raised their dividends recently,"Here are three Singapore REITs that managed to increase their dividends in the most recent quarter - Mapletree Industrial Trust, Keppel DC REIT, and AIMS APAC...",2024-11-15,Beansprout,positive,0.4813201427459717
https://growbeansprout.com/mapletree-industrial-trust-mint-fy1q25-dividends,Mapletree Industrial Trust DPU increases by 1.2% - Our Quick Take,"Mapletree Industrial Trust's 1Q FY24/25 distribution per unit (DPU) increased 1.2% year-on-year to 3.43 cents, compared to 3.39 cents in 1Q FY23...",2024-07-25,Beansprout,positive,0.9463427066802979
https://thesmartinvestor.com.sg/mapletree-industrial-trust-ekes-out-a-dpu-increase-for-4q-fy2024-5-highlights-from-the-reits-latest-earnings/,Mapletree Industrial Trust Ekes Out a DPU Increase for 4Q FY2024: 5 Highlights from the REIT's Latest Earnings,MIT pulled off the same trick by announcing a slight year-on-year increase in DPU for the fourth quarter of fiscal 2024 (4Q FY2024).,2024-04-26,The Smart Investor,positive,0.9476874470710754
https://growbeansprout.com/reits-weekly-watch-4-oct-2024,CapitaLand Ascott Trust and Mapletree Industrial Trust make acquisitions: REITs Weekly Watch,REIT news of the week · CapitaLand Ascott Trust (CLAS) has agreed to acquire the 329-room lyf Funan Singapore at an agreed property value of...,2024-10-06,Beansprout,neutral,0.9372053146362305
https://realassets.ipe.com/news/mapletree-industrial-buys-mixed-use-facility-in-japan-for-jpy145bn/10076010.article,​Mapletree Industrial buys mixed-use facility in Japan for JPY14.5bn,"Mapletree Industrial Trust (MIT) has invested JPY14.5bn (€94m) in Japan to buy a mixed-use facility comprising a data centre, back office, training facilities...",2024-10-02,IPE Real Assets,neutral,0.9433450102806091
https://www.mingtiandi.com/real-estate/people/mapletree-industrial-trust-ceo-tham-kuo-wei-leaving-post-in-july/,Mapletree Industrial Trust CEO Tham Kuo Wei Leaving Post in July,"Tham Kuo Wei, MIT's boss of more than 13 years, will relinquish his roles as chief executive and executive director on 22 July, according to a...",2024-06-03,Mingtiandi,negative,0.6636275053024292
https://www.theedgesingapore.com/capital/brokers-calls/mint-mispriced-investors-have-ignored-its-balanced-exposure-dbs,MINT ‘mispriced’ as investors have ‘ignored’ its balanced exposure: DBS,"Mapletree Industrial Trust (MINT) is a “resilient dividend anchor” and its recent share price weakness is “mispriced”, say DBS Group...",2025-03-17,The Edge Singapore,negative,0.6858887076377869
https://www.edgeprop.sg/property-news/mapletree-industrial-trust-proposes-acquire-tokyo-freehold-mixed-use-property-jpy145-bil,Mapletree Industrial Trust proposes to acquire Tokyo freehold mixed-use property for JPY14.5 bil,Mapletree Industrial Trust proposes to acquire Tokyo freehold mixed-use property for JPY14.5 bil ... Mapletree Industrial Trust (MINT) is...,2024-09-30,EdgeProp Singapore,neutral,0.9309760332107544
https://thesmartinvestor.com.sg/3-singapore-reits-that-raised-their-dividends/,3 Singapore REITs That Raised Their Dividends,The REIT sector has gone through tough times in the past two years as rising interest rates and high inflation acted as headwinds.,2024-08-05,The Smart Investor,neutral,0.6226418018341064
https://thesmartinvestor.com.sg/3-reliable-singapore-reits-yielding-4-2-and-higher-that-could-potentially-raise-their-dpus/,3 Reliable Singapore REITs Yielding 4.2% and Higher That Could Potentially Raise Their DPUs,"The REIT sector could be seeing better days ahead. In the past two years, REITs have suffered as surging interest rates and elevated...",2024-11-19,The Smart Investor,positive,0.9246712327003479
https://www.businesstimes.com.sg/companies-markets/mapletree-investments-acquires-logistics-assets-uk-spain-315-1-million-euros,"Mapletree Investments acquires logistics assets in UK, Spain for 315.1 million euros",REAL estate giant Mapletree Investments has acquired its first logistics property in the United Kingdom and 10 warehouses in Spain for a...,2025-02-19,The Business Times,neutral,0.9008855223655701
https://thesmartinvestor.com.sg/income-investors-alert-4-dependable-singapore-reits-sporting-dividend-yields-of-5-5-and-above/,Income Investors Alert! 4 Dependable Singapore REITs Sporting Dividend Yields of 5.5% and Above,The REIT sector is enjoying a reprieve as inflation moderates and interest rates were slashed last year. Investors who rely on REITs for a...,2025-02-19,The Smart Investor,neutral,0.7784613370895386
https://thesmartinvestor.com.sg/3-singapore-blue-chip-reits-offering-at-least-5-2-dividend-yield-which-may-go-higher/,3 Singapore Blue-Chip REITs Offering at Least 5.2% Dividend Yield (Which May Go Higher),REIT investors should be breathing a sigh of relief when the US Federal Reserve slashed the Federal Funds rate by half a percentage point...,2024-09-27,The Smart Investor,positive,0.5205474495887756
https://thesmartinvestor.com.sg/with-interest-rates-set-to-fall-can-singapore-reits-rely-on-acquisitions-to-grow-their-dpu/,"With Interest Rates Set to Fall, Can Singapore REITs Rely on Acquisitions to Grow Their DPU?",REIT investors may be wondering if the sector will now be more ready for acquisitions should interest rates decline.,2024-08-30,The Smart Investor,neutral,0.7400563955307007
https://www.theedgesingapore.com/capital/brokers-calls/analysts-keep-buy-calls-mint-after-3qfy2025-results-ocbc-uobkh-lower-target,"Analysts keep ‘buy’ calls on MINT after 3QFY2025 results; OCBC, UOBKH lower target prices",Analysts are remaining positive on Mapletree Industrial Trust (MINT) after the REIT reported a higher distribution per unit (DPU) of 3.41 cents for the 3QFY...,2025-02-19,The Edge Singapore,negative,0.6189483404159546
https://sg.news.yahoo.com/dbs-buys-164-000-units-052450137.html,"DBS buys 164,000 units in MINT for $0.4 mil","Following the transaction, DBS' stake in MINT came up to 0.751%. DBS Bank has bought 164,000 units in Mapletree Industrial Trust Me8u (MINT)...",2024-11-06,Yahoo News Singapore,neutral,0.9164679646492004
https://www.businesstimes.com.sg/companies-markets/industrial-reits-maintain-resilience-despite-sectors-slowdown,Industrial Reits maintain resilience despite sector’s slowdown,"IN JTC's latest market report for the second quarter of 2024, it noted that industrial rents rose 1 per cent quarter on quarter,...",2024-08-25,The Business Times,positive,0.944281280040741
https://www.businesstimes.com.sg/companies-markets/s-reits-industrials-lead-institutional-outflow,"S-Reits, industrials lead institutional outflow","OVER the five trading sessions from Jan 31 to Feb 6, institutions were net sellers of Singapore stocks, leading to net institutional outflow...",2025-02-19,The Business Times,neutral,0.9411141872406006
https://sg.finance.yahoo.com/news/better-buy-mapletree-logistics-trust-100000727.html,Better Buy: Mapletree Logistics Trust Vs Mapletree Industrial Trust,MIT pulled off a slightly better top-line performance compared with MLT. Gross revenue for MIT increased by 1.8% year on year versus just 0.4% for MLT.,2024-05-09,Yahoo,neutral,0.8212076425552368
https://sbr.com.sg/markets-investing/news/mapletree-industrial-trust-management-promotes-cfo-ler-lily-ceo,Mapletree Industrial Trust Management promotes CFO Ler Lily to CEO,Mapletree Industrial Trust Management promotes CFO Ler Lily to CEO. Khoo Geng Foong will replace Lily as CFO. Mapletree Industrial Trust...,2024-05-31,Singapore Business Review,neutral,0.8412829637527466
https://sbr.com.sg/markets-investing/news/mapletree-industrial-trusts-npi-rises-06-new-acquisitions-leases,"MapleTree Industrial Trust’s NPI rises 0.6% on new acquisitions, leases","MapleTree Industrial Trust's NPI rises 0.6% on new acquisitions, leases. Despite higher NPI, MIT saw a 1.0% YoY dip in DPU. Mapletree Industrial...",2024-04-26,Singapore Business Review,positive,0.9344945549964905
https://www.businesstimes.com.sg/companies-markets/reits-property/mapletree-industrial-trust-distribute-s-13-million-divestment-gains-over-next-4-quarters,Mapletree Industrial Trust to distribute S$13 million of divestment gains over next 4 quarters,"MIT plans to distribute some S$13 million of gains from divesting its Tanglin Halt Cluster over the next four quarters, its manager said on Friday.",2024-04-26,The Business Times,positive,0.9041188359260559
https://thesmartinvestor.com.sg/worried-about-troubles-in-the-reit-sector-these-4-singapore-reits-should-provide-peace-of-mind/,Worried About Troubles in the REIT Sector? These 4 Singapore REITs Should Provide Peace of Mind,Here are four Singapore REITs that should continue to do well and provide income investors with peace of mind.,2024-06-18,The Smart Investor,neutral,0.8137316107749939
https://sg.news.yahoo.com/top-stock-market-highlights-week-230000144.html,"Top Stock Market Highlights of the Week: China’s DeepSeek, DBS Group and Mapletree Investments",We delve into the latest artificial intelligence program developed by China and look at acquisitions conducted by a reputable investment...,2025-02-19,Yahoo News Singapore,neutral,0.8479417562484741
https://sg.news.yahoo.com/5-singapore-reits-share-prices-233000340.html,5 Singapore REITs with Share Prices at 52-Week Lows: Are They Poised for a Rebound?,"The REIT sector saw a reprieve of sorts when inflation eased towards the end of last year. However, interest rates are still hovering at...",2025-02-19,Yahoo News Singapore,negative,0.9160918593406677
https://thesmartinvestor.com.sg/5-singapore-reits-with-quarterly-dividend-payouts-to-consider-for-your-portfolio/,5 Singapore REITs with Quarterly Dividend Payouts to Consider for Your Portfolio,"Here are five Singapore REITs that pay dividends quarterly, offering strong options for investors seeking stable income sources for their portfolios.",2024-11-06,The Smart Investor,neutral,0.9280970692634583
https://www.datacenterdynamics.com/en/news/mapletree-acquires-data-center-in-tokyo-japan/,"Mapletree acquires data center in Tokyo, Japan","Real estate investment trust (REIT) Mapletree Industrial Trust has acquired a data center in Tokyo, Japan.",2024-10-02,Data Center Dynamics,neutral,0.8174996376037598
https://www.businesstimes.com.sg/companies-markets/mapletree-logistics-trust-sell-three-warehouses-malaysia-rm157-5-million,Mapletree Logistics Trust to sell three warehouses in Malaysia for RM157.5 million,THE manager of Mapletree Logistics Trust (MLT) announced on Tuesday (Sep 10) its proposal to divest three warehouse properties in Malaysia...,2024-09-10,The Business Times,neutral,0.8601987957954407
https://thesmartinvestor.com.sg/5-singapore-reits-with-strong-sponsors-and-gearing-levels-below-40/,5 Singapore REITs with Strong Sponsors and Gearing Levels Below 40%,"When it comes to the REIT sector, it's important to select REITs with strong attributes. The current environment of higher interest rates...",2024-08-14,The Smart Investor,positive,0.7012130618095398
https://thesmartinvestor.com.sg/3-reasons-why-you-should-still-buy-singapore-reits/,3 Reasons Why You Should (Still) Buy Singapore REITs,It has been a bumpy ride for Singapore REIT investors. The stock market is unsure about the sector today. Remember the surge in Singapore...,2025-02-26,The Smart Investor,neutral,0.9176852107048035
http://www.msn.com/en-us/money/topstocks/jpmorgan-cuts-mapletree-industrial-trust-stock-rating-to-underweight/ar-AA1yLtaS?ocid=finance-verthp-feeds&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,JPMorgan cuts Mapletree Industrial Trust stock rating to underweight,"JPMorgan analysts issued a downgrade for Mapletree Industrial Trust (MINT:SP) (OTC: MAPIF) shares, moving from an 'Overweight' rating to 'Underweight.",2025-02-19,MSN,negative,0.9209076166152954
https://www.straitstimes.com/business/companies-markets/mapletree-industrial-trust-q4-dpu-rises-09-to-00336,Mapletree Industrial Trust’s Q4 DPU rises 0.9% to 3.36 cents,Mapletree Industrial Trust's Q4 DPU rises 0.9% to 3.36 cents. The Mapletree logo on the facade of the Mapletree Business City building on 26...,2024-04-26,The Straits Times,positive,0.9266216158866882
https://thesmartinvestor.com.sg/get-smart-3-reasons-why-you-should-still-buy-reits/,Get Smart: 3 Reasons Why You Should (Still) Buy REITs,Is the REIT party over? Many investors are asking this question after the recent surge in REIT unit prices.,2024-10-28,The Smart Investor,neutral,0.912280797958374
https://growbeansprout.com/reits-weekly-watch-30-nov-2024,Mapletree Logistics Trust and Paragon REIT sell assets: REITs Weekly Watch,An index of Singapore REITs rebounded in the past week as government bond yields retreated.,2024-12-01,Beansprout,neutral,0.9458465576171875
https://thesmartinvestor.com.sg/smart-reads-of-the-week-keppel-dc-reit-the-better-mapletree-reit-and-a-bargain-healthcare-stock/,"Smart Reads of the Week: Keppel DC REIT, the Better Mapletree REIT and a Bargain Healthcare Stock","This week, we look at the latest earnings report from Keppel DC REIT (SGX: AJBU). Check out the article to find out if the data centre REIT can continue to do...",2024-08-04,The Smart Investor,neutral,0.6870996952056885
https://sg.news.yahoo.com/review-4-singapore-reits-raised-233000977.html,Year-in-Review: 4 Singapore REITs That Raised Their DPU in 2024,2024 is shaping up to be a tough year for the REIT sector. Despite the lowering of interest rates by 0.75 percentage points in the last...,2024-12-15,Yahoo News Singapore,neutral,0.6693415641784668
https://thesmartinvestor.com.sg/smart-reads-of-the-week-capitaland-integrated-commercial-trust-mapletree-industrial-trust-and-frasers-centrepoint-trust/,"Smart Reads of the Week: CapitaLand Integrated Commercial Trust, Mapletree Industrial Trust and Frasers Centrepoint Trust","Smart Reads of the Week: CapitaLand Integrated Commercial Trust, Mapletree Industrial Trust and Frasers Centrepoint Trust · 4 Singapore REITs...",2024-04-28,The Smart Investor,neutral,0.8927229046821594
https://sg.news.yahoo.com/3-singapore-reits-consider-high-040000627.html,3 Singapore REITs to Consider in a High-Interest Rate Environment,"If interest rate remains high, are Singapore REITs still good investments? The post 3 Singapore REITs to Consider in a High-Interest Rate...",2024-12-02,Yahoo News Singapore,neutral,0.8830981850624084
https://www.theedgesingapore.com/news/company-news/mapletree-industrial-trusts-cfo-ler-take-over-tham-ceo,Mapletree Industrial Trust's CFO Ler to take over from Tham as CEO,Mapletree Industrial Trust's CFO Ler to take over from Tham as CEO ... Follow us on Facebook and join our Telegram channel for the latest updates.,2024-05-30,The Edge Singapore,neutral,0.934963047504425
https://thesmartinvestor.com.sg/5-singapore-reits-with-share-prices-hitting-their-52-week-highs-are-they-a-buy/,5 Singapore REITs with Share Prices Hitting Their 52-Week Highs: Are They a Buy?,The REIT sector is enjoying a strong rebound as interest rates look poised to fall. Here are five REITs that hit their 52-week high that you...,2024-09-11,The Smart Investor,neutral,0.7311804294586182
https://irei.com/news/mapletree-industrial-trust-secures-data-center-facility-in-constrained-west-tokyo-submarket/,Mapletree Industrial Trust secures data center facility in constrained West Tokyo submarket,Mapletree Industrial Trust secures data center facility in constrained West Tokyo submarket ... Mapletree Industrial Trust (MIT) has acquired a...,2024-10-02,"Institutional Real Estate, Inc.",positive,0.49596527218818665
https://seekingalpha.com/article/4759340-mapletree-industrial-hold-considering-lease-renewal-risks-and-capital-allocation-moves,Mapletree Industrial: A Hold Considering Lease Renewal Risks And Capital Allocation Moves,"Approximately 17% of Mapletree Industrial's leases are expiring, and there are risks relating to future revenues in the scenario of...",2025-02-19,Seeking Alpha,neutral,0.9301819801330566
https://www.mingtiandi.com/real-estate/finance/mapletree-posts-427m-loss-as-global-office-assets-take-valuation-hit/,Mapletree Posts $427M Loss as Office Revaluation Stings,"Singapore's Mapletree posted a net loss of S$577.2 million ($427.7 million) for its fiscal year, reversing a year-earlier net profit.",2024-05-30,Mingtiandi,negative,0.9682364463806152
https://growbeansprout.com/mapletree-logistics-trust-vs-mapletree-industrial-trust-mar-2024,Mapletree Industrial Trust vs Mapletree Logistics Trust: Which is the better REIT?,"MLT appears to have a more diversified portfolio of assets with a higher occupancy rate, lower borrowing cost, as well as a higher dividend yield.",2024-03-29,Beansprout,neutral,0.8916926980018616
https://www.theedgesingapore.com/news/brokers-calls/mint-ceo-thams-move-will-result-sense-loss-investors-says-dbs,"MINT CEO Tham's move will result in 'sense of loss' for investors, says DBS","DBS has kept its ""buy"" call and $2.60 target price on Mapletree Industrial Trust (MINT) following news that long-serving CEO Tham Kuo Wei is...",2024-05-31,The Edge Singapore,negative,0.9543176889419556
https://www.sgx.com/research-education/market-updates/20240826-reit-watch-industrial-reits-maintain-resilience-despite,REIT Watch - Industrial Reits maintain resilience despite sector’s slowdown,REIT Watch - Industrial Reits maintain resilience despite sector's slowdown.,2024-08-26,Singapore Exchange (SGX),positive,0.9414339065551758
