link,title,snippet,date,source,sentiment,sentiment_score
https://www.straitstimes.com/business/capitaland-ascott-trust-proposes-to-acquire-three-lodging-assets-for-5308m-to-raise-300m,"CapitaLand Ascott Trust proposes to acquire three lodging assets for $530.8m, to raise $300m","CapitaLand Ascott Trust (Clas) has signed a memorandum of understanding with its sponsor to acquire three lodging assets in Britain, Ireland and Indonesia.",2024-11-15,The Straits Times,neutral,0.8950682282447815
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trust-be-compensated-missing-funds-australia,CapitaLand Ascott Trust to be compensated for missing funds in Australia,Chong Xin Wei ... HOSPITALITY player CapitaLand Ascott Trust (Clas : HMN -1.14%) will be fully compensated for the losses it suffered from an...,2024-09-20,The Business Times,negative,0.7952641248703003
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trust-sells-japan-rental-housing-asset-goldman-sachs-12-7-billion-yen-report,CapitaLand Ascott Trust sells Japan rental housing asset to Goldman Sachs for 12.7 billion yen: report,CapitaLand Ascott Trust sells Japan rental housing asset to Goldman Sachs for 12.7 billion yen: report ... LHN managing director Kelvin Lim noted...,2024-11-22,The Business Times,neutral,0.9388696551322937
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trusts-q3-gross-profit-rises-8,CapitaLand Ascott Trust’s Q3 gross profit rises 8%,"CapitaLand Ascott Trust's Q3 gross profit rises 8% ... Serena Teo, chief executive of the managers of CapitaLand Ascott Trust, says the latest...",2024-10-30,The Business Times,positive,0.9415670037269592
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trusts-divestments-could-help-it-buffer-against-higher-longer-interest-rate,CapitaLand Ascott Trust’s divestments could help it buffer against higher-for-longer interest rate scenario,Jessie Lim ... THE managers of CapitaLand Ascott Trust (Clas) have announced a flurry of divestments for the lodging trust in recent months. Most...,2024-11-13,The Business Times,positive,0.9322311282157898
https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2024/august/CLAS_first_lodging_trust_to_secure_OCBC_15degree_loan.html,CapitaLand Ascott Trust is the first lodging trust to secure OCBC 1.5°C loan,CapitaLand Ascott Trust (CLAS) is the first lodging trust to secure an OCBC 1.5°C loan. With this S$165 million sustainability-linked multi-currency revolving...,2024-08-06,CapitaLand,neutral,0.6758443713188171
https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2024/october/CLAS_to_acquire_lyfFunanSingapore_263m_higher_yield_divestment_CitadinesMtSophiaSG.html,CapitaLand Ascott Trust to acquire lyf Funan Singapore at S$263 million,CapitaLand Ascott Trust (CLAS) has entered into an agreement to acquire lyf Funan Singapore at an agreed property value of S$263 million. In...,2024-10-01,CapitaLand,neutral,0.9337735772132874
https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2024/october/clas_to_divest_somersetolympictowertianjin-.html,CapitaLand Ascott Trust to divest Somerset Olympic Tower Tianjin as part of strategy to recycle capital and reconstitute portfolio to enhance returns to Stapled Securityholders,CapitaLand Ascott Trust (CLAS) has entered into an agreement to divest Somerset Olympic Tower Tianjin in China to an unrelated third party.,2024-10-22,CapitaLand,positive,0.8200147151947021
https://thesmartinvestor.com.sg/singapore-reits-update-capitaland-china-trust-clct-capitaland-ascott-trust-clas-and-mapletree-industrial-trust-mit/,"Singapore REITs Update: CapitaLand China Trust (CLCT), CapitaLand Ascott Trust (CLAS) and Mapletree Industrial Trust (MIT)","As of 30 September 2024, CLAS's net asset value per stapled security stood at S$1.11. To optimize its portfolio, CLAS announced the divestment...",2024-10-30,The Smart Investor,neutral,0.9446983933448792
https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2024/july/CapitaLand_Ascott_Trust_1H2024_Financial_Results.html,CapitaLand Ascott Trust increases gross profit by 12% through sustained lodging demand and stronger operating performance,"CapitaLand Ascott Trust (CLAS) increased its 1H 2024 gross profit by 12% year-on-year (yoy) to S$172.9 million. Revenue also rose by 11% yoy, reaching S$386.4...",2024-07-26,CapitaLand,positive,0.9542600512504578
https://www.edgeprop.sg/property-news/capitaland-ascott-trust-acquires-two-hotels-japan-jpy21-billion,CapitaLand Ascott Trust acquires two hotels in Japan for JPY21 billion - Singapore Property News,CapitaLand Ascott Trust acquires two hotels in Japan for JPY21 billion ... CapitaLand Ascott Trust (CLAS) has acquired two freehold limited-...,2025-02-19,EdgeProp.sg,neutral,0.8678900003433228
https://sbr.com.sg/commercial-property/news/capitaland-ascott-trust-profit-8-in-2h-2024,CapitaLand Ascott Trust profit up 8% in 2H 2024,CapitaLand Ascott Trust profit up 8% in 2H 2024. The group's revenue also rose 6% YoY to $423.2m. CapitaLand Ascott Trust (CLAS) posted an 8%...,2025-02-19,Singapore Business Review,positive,0.9504433274269104
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trust-sells-citadines-karasuma-gojo-kyoto-6-2-billion-yen,CapitaLand Ascott Trust sells Citadines Karasuma-Gojo Kyoto for 6.2 billion yen,Clas has divested Citadines Karasuma-Gojo Kyoto in Japan for about 6.2 billion yen (S$53.1 million).,2024-10-09,The Business Times,neutral,0.9471190571784973
https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2024/october/CLAS_divests_Citadines_Karasuma_Gojo_Kyoto_JPY6_18b.html,CapitaLand Ascott Trust divests Citadines Karasuma-Gojo Kyoto for JPY6.18 billion,CapitaLand Ascott Trust (CLAS) has divested Citadines Karasuma-Gojo Kyoto in Japan to an unrelated third party for about JPY6.18 billion (S$53.1 million).,2024-10-09,CapitaLand,neutral,0.911915123462677
https://www.stocksbnb.com/reports/capitaland-ascott-trust-portfolio-reconstitution-efforts-bearing-fruit/,CapitaLand Ascott Trust – Portfolio reconstitution efforts bearing fruit,"Limited financial details were provided in this business update. 3Q24 gross profit rose 8% YoY, driven by stronger operating performance and...",2024-11-01,StocksBNB,neutral,0.5732454061508179
https://www.straitstimes.com/business/capitaland-ascott-trust-to-divest-two-sydney-hotels-for-956-million,CapitaLand Ascott Trust to divest two Sydney hotels for $95.8 million,"CapitaLand Ascott Trust (Clas) is to divest two hotels in Sydney, Australia, for A$109 million (S$95.8 million) to an unrelated third party to help finance...",2024-11-11,The Straits Times,neutral,0.9343531727790833
https://www.capitaland.com/en/about-capitaland/newsroom/news-releases/international/2024/june/CLAS_fully_acquires_Standard_at_Columbia_to_boost_income_resilience.html,CapitaLand Ascott Trust fully acquires student accommodation property Standard at Columbia to boost income resilience,"CapitaLand Ascott Trust (CLAS) has acquired the remaining 10% stake in Standard at Columbia, a freehold student accommodation property in South Carolina,...",2024-06-04,CapitaLand,positive,0.9199793338775635
https://www.stocksbnb.com/reports/capitaland-ascott-trust-growth-on-all-cylinders/,CapitaLand Ascott Trust – Growth on all cylinders,"FY24 DPU of 6.10 Singapore cents (-7% YoY) was in line with our FY24e estimates. Excluding one-off gains, the core DPU of 5.49 Singapore...",2025-02-19,StocksBNB,positive,0.8560544848442078
https://www.mingtiandi.com/real-estate/crelist/capitaland-ascott-trust-selling-somerset-olympic-tower-tianjin/,CapitaLand Ascott Trust Selling Tianjin Apartments and More Asia Real Estate Headlines,CapitaLand Ascott Trust Selling Tianjin Somerset Apartments. CapitaLand Ascott Trust announced on Tuesday that it has agreed to sell a serviced...,2024-10-23,Mingtiandi,neutral,0.9245887398719788
https://www.mingtiandi.com/real-estate/finance/capitaland-ascott-trust-buying-lyf-funan-from-ascott-qia-fund/,CapitaLand Ascott Trust Buying Singapore Co-Living Asset From Ascott-QIA Fund for $204M,"The deal value includes a S$146.4 million purchase consideration, S$113 million in assumed debt and S$5.7 million in fees, said the managers —...",2024-10-01,Mingtiandi,neutral,0.7335169911384583
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trust-buy-lyf-funan-singapore-s263-million-agreed-value,CapitaLand Ascott Trust to buy lyf Funan Singapore at S$263 million agreed value,CapitaLand Ascott Trust to buy lyf Funan Singapore at S$263 million agreed value. The purchase consideration is estimated at S$146.4 million.,2024-10-01,The Business Times,neutral,0.8955829739570618
https://sg.news.yahoo.com/capitaland-ascott-trust-sees-8-172726514.html,CapitaLand Ascott Trust sees 8% increase in gross profit and higher RevPAU in 3QFY2024 update,"CapitaLand Ascott Trust (CLAS) has reported an 8% y-o-y increase in gross profit in its 3QFY2024 ended Sept 30 update, although no figures were...",2024-10-29,Yahoo News Singapore,positive,0.9579543471336365
https://alvinology.com/2025/02/04/capitaland-ascott-trust-expands-japan-portfolio-with-jpy21-billion-hotel-acquisition/,CapitaLand Ascott Trust Expands Japan Portfolio with JPY21 Billion Hotel Acquisition - Alvinology,Scaling Up with High-Yield Assets · Teriha Ocean Stage (rental housing in Fukuoka) – January 2024 · Standard at Columbia (remaining 10% stake in...,2025-02-19,Alvinology,positive,0.85563725233078
https://www.theedgesingapore.com/news/results/capitaland-ascott-trust-reports-8-y-o-y-decline-1hfy2024-dps-255-cents,CapitaLand Ascott Trust reports 8% y-o-y decline in 1HFY2024 DPS of 2.55 cents,"CLAS recorded a 12% y-o-y increase in its 1HFY2024 gross profit to $172.9 million. Revenue also grew by 11% y-o-y, reaching $386.4 million. This...",2024-07-26,The Edge Singapore,negative,0.9740792512893677
https://realassets.ipe.com/news/capitaland-ascott-trust-snaps-up-japan-hotel-assets-for-jpy21bn/10128556.article,CapitaLand Ascott Trust snaps up Japan hotel assets for JPY21bn,CapitaLand Ascott Trust snaps up Japan hotel assets for JPY21bn ... CapitaLand Ascott Trust (CLAS) has acquired two freehold hotels in Japan for a...,2025-02-19,IPE Real Assets,neutral,0.8919055461883545
https://sbr.com.sg/residential-property/news/capitaland-ascott-trust-acquires-tokyo-and-kanazawa-hotels-1785m,CapitaLand Ascott Trust acquires Tokyo and Kanazawa hotels for $178.5m,The acquisition price represents an 8.3% discount on the independent valuation. CapitaLand Ascott Trust has acquired two hotels in Japan for...,2025-02-19,Singapore Business Review,neutral,0.9221993088722229
https://www.straitstimes.com/business/capitaland-ascott-trust-to-acquire-lyf-funan-singapore-for-1464-million,CapitaLand Ascott Trust plans to acquire lyf Funan Singapore for $263 million,CapitaLand Ascott Trust (Clas) is proposing to acquire the 329-room lyf Funan Singapore from Ascott Serviced Residence Global Fund (ASRGF) for $263 million.,2024-10-01,The Straits Times,neutral,0.93989098072052
https://growbeansprout.com/clas-acquire-lyf-funan,CapitaLand Ascott Trust - Acquisition of lyf Funan reflects active capital recycling,CapitaLand Ascott Trust to acquire lyf Funan. CapitaLand Ascott Trust (CLAS) has entered into an agreement with Ascott Serviced Residence Global...,2024-11-16,Beansprout,positive,0.7405859231948853
https://www.mingtiandi.com/real-estate/finance/capitaland-ascott-trust-sells-citadines-kyoto-asset-for-42m/,CapitaLand Ascott Trust Sells Citadines Kyoto Asset to Hilton for $42M,CapitaLand Ascott Trust Sells Citadines Kyoto Asset to Hilton for $42M ... CapitaLand Ascott Trust has sold a serviced apartment block in Japan's...,2024-10-09,Mingtiandi,neutral,0.931111216545105
https://www.mingtiandi.com/real-estate/finance/capitaland-ascott-trust-1h-gross-profit-up-12-revpau-up-5/,CapitaLand Ascott Trust 1H Gross Profit Up 12% as RevPAU Exceeds Pre-Pandemic Levels,"CLAS will unlock S$44.6 million of gains from the divestment of 10 assets in the past year, which were sold at a premium to book value at an...",2024-07-27,Mingtiandi,positive,0.9525983929634094
https://servicedapartmentnews.com/news/industry/capitaland-to-merge-ascott-and-ascendas-trusts/,CapitaLand to merge Ascott and Ascendas trusts,CapitaLand will merge Ascott Residence Trust and Ascendas Hospitality Trust (A-HTrust) to form the largest hospitality trust in the Asia Pacific region.,2024-12-20,Serviced Apartment News,neutral,0.9398844838142395
https://www.businesstimes.com.sg/companies-markets/capitaland-ascott-trust-h1-dps-falls-8-s0-0255-ceo-says-top-distribution-option,CapitaLand Ascott Trust H1 DPS falls 8% to S$0.0255; CEO says top-up to distribution is ‘an option’,"Clas posted an 8 per cent drop in distribution per stapled security (DPS) to S$0.0255 for the first half ended Jun 30, from S$0.0278 in the year-ago period.",2024-07-26,The Business Times,negative,0.8260346055030823
https://hospitality-on.com/en/finance/ascott-reit-and-ascendas-hospitality-trust-will-merge-become-biggest-hospitality-firm-asia,Ascott REIT and Ascendas Hospitality Trust will merge to become the biggest hospitality firm in Asia-Pacific,"The two entities have entered into a merger agreement to create the largest trust company in the APAC region, and the 7th largest listed on...",2024-10-23,Hospitality ON,neutral,0.7771238088607788
https://thesmartinvestor.com.sg/4-singapore-reits-that-announced-acquisitions-and-divestments-are-they-an-attractive-buy/,4 Singapore REITs That Announced Acquisitions and Divestments: Are They an Attractive Buy?,The REIT sector is seeing some respite from the barrage of bad news in the past two years. A combination of high interest rates and soaring...,2024-10-23,The Smart Investor,neutral,0.7867125868797302
https://finance.yahoo.com/news/capitaland-ascott-trust-expands-japan-161155086.html,CapitaLand Ascott Trust expands in Japan with acquisition of two hotels,Singapore-based CapitaLand Ascott Trust (CLAS) has expanded its presence in Japan with the acquisition of two freehold limited-service...,2025-02-19,Yahoo Finance,positive,0.8712363839149475
https://www.straitstimes.com/business/capitaland-ascott-trust-sells-four-french-properties-for-64-million,CapitaLand Ascott Trust sells four French properties for $65 million,CapitaLand Ascott Trust (Clas) has sold four mature serviced residences in regional France for a total of €44.4 million (S$64.6 million),2024-11-14,The Straits Times,neutral,0.9381201863288879
https://www.theedgesingapore.com/capital/brokers-calls/2025-year-moderation-spore-hotels-dbs-names-capitaland-ascott-trust-top-pick,"2025 a year of moderation for S’pore hotels, DBS names CapitaLand Ascott Trust as top pick","2025 a year of moderation for S'pore hotels, DBS names CapitaLand Ascott Trust as top pick ... Follow us on Facebook and join our Telegram channel...",2024-12-17,The Edge Singapore,positive,0.5713702440261841
https://www.straitstimes.com/business/capitaland-ascott-trust-first-half-dps-falls-8,CapitaLand Ascott Trust first-half distribution per stapled security falls 8%,CapitaLand Ascott Trust (Clas) posted an 8 per cent drop in distribution per stapled security (DPS) to 2.55 cents for the first half ended June 30.,2024-07-26,The Straits Times,negative,0.971712589263916
https://thesmartinvestor.com.sg/top-stock-market-highlights-of-the-week-openai-capitaland-ascott-trust-and-chinas-stock-rally/,"Top Stock Market Highlights of the Week: OpenAI, CapitaLand Ascott Trust and China's Stock Rally",We look at the latest acquisition by Asia's largest hospitality trust and the implications for China's sharp stock rally.,2024-10-05,The Smart Investor,neutral,0.8452662229537964
https://growbeansprout.com/capitaland-ascott-trust-1h24-dividends,CapitaLand Ascott Trust DPU falls by 8.2% - Our Quick Take,"Summary of CapitaLand Ascott Trust's 1H24 results · Capitaland Ascott Trust (CLAS) declared DPU of 2.55 cents in 1H24, 8.2% lower than 1H23, due...",2024-07-26,Beansprout,negative,0.9532669186592102
https://www.theedgesingapore.com/news/company-news/capitaland-investment-trims-stake-clas-2404-2892,CapitaLand Investment trims stake in CLAS to 24.04% from 28.92%,"CapitaLand Investment Limited (CLI) says its wholly-owned subsidiary, The Ascott Limited, has disposed of 185,253,000 stapled securities in...",2024-12-19,The Edge Singapore,positive,0.5257265567779541
https://www.edgeprop.sg/property-news/capitaland-ascott-trusts-core-fy2024-dps-rises-3-y-o-y-headline-dps-falls-7y-o-y,CapitaLand Ascott Trust's core FY2024 DPS rises 3% y-o-y but headline DPS falls 7%y-o-y,CapitaLand Ascott Trust's core FY2024 DPS rises 3% y-o-y but headline DPS falls 7%y-o-y ... CapitaLand Ascott Trust's (CLAS) headline distribution...,2025-02-19,EdgeProp Singapore,positive,0.5195128917694092
https://www.theedgesingapore.com/news/reits/capitaland-ascott-trust-acquire-lyf-funan-singapore-1464-mil,CapitaLand Ascott Trust to acquire lyf Funan Singapore for agreed property value of $263 mil,CapitaLand Ascott Trust to acquire lyf Funan Singapore for agreed property value of $263 mil ... Follow us on Facebook and join our Telegram...,2024-10-01,The Edge Singapore,neutral,0.9191960692405701
https://www.businesstimes.com.sg/companies-markets/stocks-watch-hongkong-land-mapletree-industrial-trust-capitaland-ascott-trust-cordlife,"Stocks to watch: Hongkong Land, Mapletree Industrial Trust, CapitaLand Ascott Trust, Cordlife",The property group intends to recycle up to US$10 billion in capital by 2035 and grow assets under management to up to US$100 billion by then.,2024-10-30,The Business Times,neutral,0.9489196538925171
https://www.straitstimes.com/business/capitaland-ascott-trust-fully-acquires-us-student-accommodation-property,CapitaLand Ascott Trust fully acquires US student accommodation property,CapitaLand Ascott Trust (Clas) has acquired the remaining 10 per cent stake in a 678-bed freehold student accommodation property in South Carolina.,2024-06-04,The Straits Times,neutral,0.872772216796875
https://realassets.ipe.com/news/capitaland-ascott-trust-takes-stake-in-lyf-funan-singapore/10075973.article,​CapitaLand Ascott Trust takes stake in lyf Funan Singapore,​CapitaLand Ascott Trust takes stake in lyf Funan Singapore co-living asset ... CapitaLand Ascott Trust (CLAS) is acquiring a 50% share in the lyf...,2024-10-01,IPE Real Assets,neutral,0.9454074501991272
https://www.straitstimes.com/business/capitaland-ascott-trust-bags-165-million-ocbc-sustainability-linked-loan,CapitaLand Ascott Trust bags $165m OCBC sustainability-linked loan,"CapitaLand Ascott Trust (Clas) has secured a $165 million sustainability-linked, multi-currency revolving credit facility from OCBC Bank.",2024-08-06,The Straits Times,neutral,0.8512222766876221
https://growbeansprout.com/reits-weekly-watch-4-oct-2024,CapitaLand Ascott Trust and Mapletree Industrial Trust make acquisitions: REITs Weekly Watch,REIT news of the week · CapitaLand Ascott Trust (CLAS) has agreed to acquire the 329-room lyf Funan Singapore at an agreed property value of...,2024-10-06,Beansprout,neutral,0.9372053146362305
https://www.businesstimes.com.sg/companies-markets/stocks-watch-mapletree-logistics-trust-capitaland-ascott-trust-keppel-infrastructure-trust-parkway,"Stocks to watch: Mapletree Logistics Trust, CapitaLand Ascott Trust, Keppel Infrastructure Trust, Parkway Life Reit",Mapletree Logistics Trust clocked a 10.6 per cent fall in distribution per share to S$0.02027 on higher borrowing and lower China revenue.,2024-10-23,The Business Times,neutral,0.9456808567047119
https://www.theedgesingapore.com/news/company-news/briefs-keppel-reit-mapletree-logistics-trust-report-results-capitaland-ascott,"Briefs: Keppel REIT, Mapletree Logistics Trust report results, CapitaLand Ascott Trust divests Tianjin property","Briefs: Keppel REIT, Mapletree Logistics Trust report results, CapitaLand Ascott Trust divests Tianjin property · Great Eastern to have till...",2024-10-23,The Edge Singapore,neutral,0.8860928416252136
https://thesmartinvestor.com.sg/5-singapore-reits-with-share-prices-at-52-week-lows-are-they-poised-for-a-rebound/,5 Singapore REITs with Share Prices at 52-Week Lows: Are They Poised for a Rebound?,"The REIT sector saw a reprieve of sorts when inflation eased towards the end of last year. However, interest rates are still hovering at...",2025-02-19,The Smart Investor,negative,0.9160918593406677
https://markets.businessinsider.com/news/stocks/capitaland-ascott-trust-enhances-returns-with-acquisition-of-two-hotels-in-japan-for-jpy21-billion-1034299397,CapitaLand Ascott Trust enhances returns with acquisition of two hotels in Japan for JPY21 billion,"CapitaLand Ascott Trust (CLAS) has acquired two freehold limited-service hotels, ibis Styles Tokyo Ginza (pictured) and Chisun Budget Kanazawa Ekimae in Japan...",2025-02-19,markets.businessinsider.com,positive,0.9491387605667114
https://sbr.com.sg/commercial-property/news/capitaland-ascott-trust-divests-tianjin-property-above-book-value,CapitaLand Ascott Trust divests Tianjin property at above book value,CapitaLand Ascott Trust (CLAS) has divested Somerset Olympic Tower Tianjin in China at above book value.,2024-10-23,Singapore Business Review,neutral,0.8382969498634338
https://www.thepeakmagazine.com.sg/people/capitaland-ascott-trust-acquire-lyf-funan-singapore,CapitaLand Ascott Trust to Acquire lyf Funan Singapore for S$263 Million,"Share this article. CapitaLand Ascott Trust (CLAS) has announced its agreement to acquire lyf Funan Singapore for S$263 million, aligning with its ongoing...",2024-12-17,PEAK Singapore,neutral,0.9306257963180542
https://www.edgeprop.sg/property-news/capitaland-ascott-trust-divests-citadines-karasuma-gojo-kyoto-jpy618-bil,CapitaLand Ascott Trust divests Citadines Karasuma-Gojo Kyoto for JPY6.18 bil,CapitaLand Ascott Trust divests Citadines Karasuma-Gojo Kyoto for JPY6.18 bil ... CapitaLand Ascott Trust (CLAS) has divested Citadines Karasuma-...,2024-10-08,EdgeProp Singapore,neutral,0.8934155106544495
https://thesmartinvestor.com.sg/3-singapore-reits-that-announced-acquisitions-to-boost-their-dpu-are-they-a-buy/,3 Singapore REITs That Announced Acquisitions to Boost Their DPU: Are They a Buy?,Here are three REITs that conducted acquisitions recently. Should you add them into your income portfolio?,2024-10-15,The Smart Investor,neutral,0.7902214527130127
https://www.traveldailymedia.com/capitaland-ascott-trust-makes-it-into-sp-global-sustainability-yearbook-2025/,CapitaLand Ascott Trust makes it into S&P Global Sustainability Yearbook 2025,"CapitaLand Ascott Trust (CLAS) was included in the S&P Global Sustainability Yearbook 2025, making its debut in the prestigious index as the only lodging trust...",2025-02-19,Travel Daily Media,neutral,0.8835241794586182
https://www.mingtiandi.com/real-estate/outbound-investment/capitaland-ascott-trust-buys-out-us-student-housing-project/,CapitaLand Ascott Trust Buys Out South Carolina Student Housing Project,CapitaLand Ascott Trust Buys Out South Carolina Student Housing Project ... Singapore-listed CapitaLand Ascott Trust has taken full ownership of...,2024-06-04,Mingtiandi,neutral,0.8888848423957825
https://thesmartinvestor.com.sg/4-singapore-reits-relying-on-aeis-and-capital-recycling-to-fight-off-macroeconomic-headwinds/,4 Singapore REITs Relying on AEIs and Capital Recycling to Fight Off Macroeconomic Headwinds,It has not been smooth sailing for the REIT sector over the past two years. REITs have been pummelled by a mix of soaring inflation and...,2024-11-11,The Smart Investor,neutral,0.7040824294090271
